PlayerName,Foot,Position,AWR,DWR,OVR,PAC,SHO,PAS,DRI,DEF,PHY,SM,DIV,POS,HAN,REF,KIC,SPD
Gianluca Zambrotta,Right,LB,High,Med,87,87,70,82,82,86,85,4,NA,NA,NA,NA,NA,NA
Henrik Larsson,Right,ST,Med,Med,87,85,84,77,82,44,71,3,NA,NA,NA,NA,NA,NA
Hernán Crespo,Right,ST,Med,Low,87,86,88,71,86,40,72,4,NA,NA,NA,NA,NA,NA
Hristo Stoichkov,Left,ST,Med,Med,87,87,88,85,87,44,81,4,NA,NA,NA,NA,NA,NA
Hugo Sánchez,Left,ST,Med,Med,87,88,88,78,86,43,70,3,NA,NA,NA,NA,NA,NA
Ian Rush,Right,ST,High,Med,87,86,88,70,83,41,79,3,NA,NA,NA,NA,NA,NA
Ian Wright,Right,ST,Med,Med,87,85,89,69,82,40,75,3,NA,NA,NA,NA,NA,NA
Javier Zanetti,Right,LB,High,High,87,88,59,82,80,83,80,2,NA,NA,NA,NA,NA,NA
Jay-Jay Okocha,Right,RM,Med,Low,87,83,79,84,91,41,58,5,NA,NA,NA,NA,NA,NA
John Barnes,Left,LW,High,Med,87,88,83,82,87,40,82,4,NA,NA,NA,NA,NA,NA
Pep Guardiola,Right,CDM,Med,High,87,78,65,82,79,85,78,3,NA,NA,NA,NA,NA,NA
Riquelme,Right,CAM,Med,Low,87,68,82,89,90,29,66,5,NA,NA,NA,NA,NA,NA
Kenny Dalglish,Right,ST,High,Med,87,87,88,74,88,40,70,4,NA,NA,NA,NA,NA,NA
Luis Hernández,Right,ST,High,Med,87,91,87,73,87,47,68,4,NA,NA,NA,NA,NA,NA
Marcel Desailly,Right,CB,Med,High,87,84,47,61,61,85,87,2,NA,NA,NA,NA,NA,NA
Michael Essien,Right,CDM,High,High,87,77,71,80,80,86,85,3,NA,NA,NA,NA,NA,NA
Miroslav Klose,Right,ST,High,Med,87,77,85,73,78,41,70,3,NA,NA,NA,NA,NA,NA
Paul Scholes,Right,CM,Med,Med,87,68,83,90,78,66,76,3,NA,NA,NA,NA,NA,NA
Philipp Lahm,Right,LB,High,Med,87,88,70,82,86,85,70,3,NA,NA,NA,NA,NA,NA
Kaká,Right,CAM,High,Med,87,88,80,83,90,41,67,5,NA,NA,NA,NA,NA,NA
Rivaldo,Left,CAM,High,Low,87,86,87,85,88,42,76,4,NA,NA,NA,NA,NA,NA
Ryan Giggs,Left,LM,High,Med,87,91,78,84,87,40,60,3,NA,NA,NA,NA,NA,NA
Samuel Eto'o,Right,ST,Med,Low,87,94,89,78,86,43,80,4,NA,NA,NA,NA,NA,NA
Sócrates,Right,CAM,Med,Low,87,80,86,87,87,47,82,4,NA,NA,NA,NA,NA,NA
Sol Campbell,Right,CB,Low,Med,87,82,44,58,55,87,87,2,NA,NA,NA,NA,NA,NA
Thierry Henry,Right,LW,Med,Med,87,93,82,79,87,43,68,4,NA,NA,NA,NA,NA,NA
Iván Córdoba,Right,CB,Low,High,87,86,63,65,68,90,87,2,NA,NA,NA,NA,NA,NA
Joe Cole,Right,RW,High,Med,87,88,84,86,90,51,72,4,NA,NA,NA,NA,NA,NA
Robin van Persie,Left,ST,High,Low,87,87,89,84,90,42,73,4,NA,NA,NA,NA,NA,NA
Rúben Santos Gato Alves Dias,Right,CB,Med,High,87,61,38,65,68,88,88,2,NA,NA,NA,NA,NA,NA
Luka Modric,Right,CM,Med,Med,87,73,76,89,88,72,66,4,NA,NA,NA,NA,NA,NA
Andrew Robertson,Left,LB,High,High,87,84,61,80,81,82,76,3,NA,NA,NA,NA,NA,NA
Trent Alexander-Arnold,Right,RB,High,Med,87,79,68,88,80,80,72,3,NA,NA,NA,NA,NA,NA
Paul Pogba,Right,CM,High,Med,87,71,81,86,86,65,83,5,NA,NA,NA,NA,NA,NA
Jadon Sancho,Right,RM,High,Med,87,81,76,82,91,36,65,5,NA,NA,NA,NA,NA,NA
Marco Verratti,Right,CM,Med,High,87,64,61,87,91,79,67,4,NA,NA,NA,NA,NA,NA
Ángel Di María,Left,RW,High,Med,87,83,81,86,87,48,69,5,NA,NA,NA,NA,NA,NA
Marquinhos,Right,CB,Med,High,87,81,53,75,74,89,81,3,NA,NA,NA,NA,NA,NA
Sergio Agüero,Right,ST,High,Med,87,71,89,75,87,33,69,4,NA,NA,NA,NA,NA,NA
Frenkie de Jong,Right,CM,High,Med,87,81,69,85,88,77,78,4,NA,NA,NA,NA,NA,NA
Leon Goretzka,Right,CM,High,Med,87,81,82,82,84,81,86,3,NA,NA,NA,NA,NA,NA
Thomas Müller,Right,CAM,High,High,87,67,84,83,80,56,71,3,NA,NA,NA,NA,NA,NA
Paulo Dybala,Left,CF,Med,Med,87,84,86,86,90,40,60,4,NA,NA,NA,NA,NA,NA
Ciro Immobile,Right,ST,High,Med,87,86,87,67,81,39,77,3,NA,NA,NA,NA,NA,NA
Andriy Shevchenko,Right,ST,High,High,86,88,90,67,85,32,71,3,NA,NA,NA,NA,NA,NA
Carles Puyol Saforcada,Right,RB,Med,High,86,76,45,68,58,88,89,2,NA,NA,NA,NA,NA,NA
Christian Vieri,Left,ST,High,Med,86,84,86,70,80,37,81,3,NA,NA,NA,NA,NA,NA
David Trezeguet,Right,ST,Med,Low,86,84,86,66,77,40,75,4,NA,NA,NA,NA,NA,NA
Fernando Hierro Ruiz,Right,CB,Med,High,86,75,65,73,71,87,82,2,NA,NA,NA,NA,NA,NA
Frank Lampard,Right,CM,High,Med,86,75,86,85,82,70,76,3,NA,NA,NA,NA,NA,NA
Frank Rijkaard,Right,CDM,Low,Med,86,70,67,77,75,86,81,3,NA,NA,NA,NA,NA,NA
Gianluca Zambrotta,Right,RWB,High,Med,86,91,72,82,84,82,84,4,NA,NA,NA,NA,NA,NA
Henrik Larsson,Right,ST,High,Med,86,86,86,74,84,46,72,3,NA,NA,NA,NA,NA,NA
Hidetoshi Nakata,Right,CAM,Med,Med,86,82,81,85,85,64,66,4,NA,NA,NA,NA,NA,NA
John Barnes,Left,CAM,Med,Med,86,82,83,86,87,61,84,4,NA,NA,NA,NA,NA,NA
Juan Sebastián Verón,Right,CM,Med,Med,86,70,80,85,81,74,79,3,NA,NA,NA,NA,NA,NA
Marc Overmars,Left,LW,Med,Med,86,88,78,79,87,48,65,3,NA,NA,NA,NA,NA,NA
Michael Ballack,Right,CM,Med,High,86,72,86,86,78,80,83,4,NA,NA,NA,NA,NA,NA
Michael Owen,Right,ST,Med,Med,86,84,86,67,85,35,64,3,NA,NA,NA,NA,NA,NA
Patrick Kluivert,Right,ST,High,Low,86,87,83,77,81,37,76,4,NA,NA,NA,NA,NA,NA
Patrick Vieira,Right,CM,Med,Med,86,81,75,80,79,86,89,3,NA,NA,NA,NA,NA,NA
Pavel Nedvěd,Right,LM,High,Med,86,90,82,84,87,46,77,4,NA,NA,NA,NA,NA,NA
Raúl González Blanco,Left,CF,High,Med,86,77,85,80,86,50,71,4,NA,NA,NA,NA,NA,NA
Roberto Carlos,Left,LB,High,Med,86,92,80,79,81,81,78,3,NA,NA,NA,NA,NA,NA
Roy Keane,Right,CM,Med,High,86,66,70,81,77,88,87,2,NA,NA,NA,NA,NA,NA
Ruud Gullit,Right,CM,Med,Med,86,80,80,86,82,83,78,3,NA,NA,NA,NA,NA,NA
Ruud van Nistelrooy,Right,ST,Med,Low,86,78,86,70,78,40,75,3,NA,NA,NA,NA,NA,NA
Steven Gerrard,Right,CDM,Med,Med,86,70,85,88,78,80,81,3,NA,NA,NA,NA,NA,NA
Ole Gunnar Solskjær,Right,ST,High,Med,86,85,88,75,84,45,66,3,NA,NA,NA,NA,NA,NA
Robbie Keane,Right,ST,High,Med,86,87,88,76,88,45,76,4,NA,NA,NA,NA,NA,NA
Aleksandr Mostovoi,Right,CAM,High,Med,86,78,83,86,88,62,77,4,NA,NA,NA,NA,NA,NA
Sami Al-Jaber,Left,ST,Med,Med,86,88,86,75,83,44,71,2,NA,NA,NA,NA,NA,NA
Freddie Ljungberg,Right,LM,Med,Med,86,87,81,82,86,45,77,4,NA,NA,NA,NA,NA,NA
Milan Škriniar,Right,CB,Med,High,86,80,41,53,69,87,84,2,NA,NA,NA,NA,NA,NA
Mats Hummels,Right,CB,High,High,86,56,59,77,73,89,77,3,NA,NA,NA,NA,NA,NA
Marcos Llorente,Right,CM,High,Med,86,88,80,81,82,78,82,3,NA,NA,NA,NA,NA,NA
Riyad Mahrez,Left,RW,Med,Med,86,81,79,81,90,38,60,5,NA,NA,NA,NA,NA,NA
João Cancelo,Right,RB,High,Med,86,85,71,83,84,80,72,4,NA,NA,NA,NA,NA,NA
Bernardo Silva,Left,CAM,High,High,86,80,76,83,91,54,67,4,NA,NA,NA,NA,NA,NA
Aymeric Laporte,Left,CB,Med,Med,86,63,50,72,69,86,80,2,NA,NA,NA,NA,NA,NA
Rodrigo,Right,CDM,Med,High,86,61,70,77,78,82,82,3,NA,NA,NA,NA,NA,NA
Jordi Alba Ramos,Left,LB,High,Med,86,86,69,81,83,77,71,3,NA,NA,NA,NA,NA,NA
Sergio Busquets Burgos,Right,CDM,Med,Med,86,42,62,79,80,82,75,3,NA,NA,NA,NA,NA,NA
Daniel Parejo Muñoz,Right,CM,Med,Med,86,50,83,90,81,71,69,3,NA,NA,NA,NA,NA,NA
Gerard Moreno Balagueró,Left,ST,High,Med,86,79,86,77,84,46,73,3,NA,NA,NA,NA,NA,NA
Kingsley Coman,Right,LM,Med,Med,86,93,76,79,88,30,60,4,NA,NA,NA,NA,NA,NA
Lorenzo Insigne,Right,LW,High,Med,86,87,78,85,90,36,45,4,NA,NA,NA,NA,NA,NA
Fabinho,Right,CDM,Med,High,86,67,69,78,78,85,83,3,NA,NA,NA,NA,NA,NA
Raphaël Varane,Right,CB,Med,High,86,82,49,64,65,87,82,2,NA,NA,NA,NA,NA,NA
Kalidou Koulibaly,Right,CB,Med,High,86,81,28,51,65,87,85,2,NA,NA,NA,NA,NA,NA
Giorgio Chiellini,Left,CB,Med,High,86,68,46,60,59,89,85,2,NA,NA,NA,NA,NA,NA
Thiago,Right,CM,Med,Med,86,63,72,86,90,70,66,5,NA,NA,NA,NA,NA,NA
Jamie Vardy,Right,ST,High,Med,86,85,84,70,80,52,73,3,NA,NA,NA,NA,NA,NA
Wayne Rooney,Right,CAM,Med,Med,86,83,87,87,86,59,85,3,NA,NA,NA,NA,NA,NA
Anderson Luís de Souza,Right,CAM,Med,Med,85,78,78,87,85,45,65,4,NA,NA,NA,NA,NA,NA
Ashley Cole,Left,LB,High,Med,85,91,65,78,80,83,71,3,NA,NA,NA,NA,NA,NA
Clarence Seedorf,Right,CM,High,High,85,83,81,84,84,71,83,4,NA,NA,NA,NA,NA,NA
Claude Makélélé,Right,RM,Med,Med,85,86,64,80,82,70,80,3,NA,NA,NA,NA,NA,NA
Davor Šuker,Left,ST,High,Low,85,86,88,78,87,40,73,4,NA,NA,NA,NA,NA,NA
Emmanuel Petit,Left,LB,High,High,85,80,73,80,78,86,83,3,NA,NA,NA,NA,NA,NA
Fernando Torres,Right,ST,Med,Med,85,87,83,71,85,41,75,4,NA,NA,NA,NA,NA,NA
Filippo Inzaghi,Right,ST,Med,Low,85,74,86,65,79,35,62,3,NA,NA,NA,NA,NA,NA
Gennaro Gattuso,Right,CM,Med,High,85,73,66,76,74,90,88,2,NA,NA,NA,NA,NA,NA
Gheorghe Hagi,Left,CAM,Med,Low,85,86,84,85,87,37,63,4,NA,NA,NA,NA,NA,NA
Gianfranco Zola,Right,CF,High,Med,85,90,85,82,91,41,63,4,NA,NA,NA,NA,NA,NA
Hernán Crespo,Right,ST,Med,Med,85,86,86,70,84,37,70,4,NA,NA,NA,NA,NA,NA
Hidetoshi Nakata,Right,CAM,Med,Med,85,84,80,84,85,60,64,4,NA,NA,NA,NA,NA,NA
Ian Wright,Right,ST,Med,Med,85,91,86,66,79,40,74,3,NA,NA,NA,NA,NA,NA
Jari Litmanen,Right,CF,Med,Med,85,76,85,84,80,33,61,3,NA,NA,NA,NA,NA,NA
Jay-Jay Okocha,Right,RM,Med,Low,85,88,80,79,92,37,59,5,NA,NA,NA,NA,NA,NA
Pep Guardiola,Right,CDM,Med,High,85,75,65,82,76,85,77,3,NA,NA,NA,NA,NA,NA
Laurent Blanc,Right,CAM,Med,High,85,83,82,75,84,79,78,2,NA,NA,NA,NA,NA,NA
Luis Hernández,Right,ST,High,Med,85,93,84,72,84,49,68,4,NA,NA,NA,NA,NA,NA
Michael Essien,Right,CDM,High,High,85,83,72,75,78,85,87,3,NA,NA,NA,NA,NA,NA
Michael Laudrup,Right,CF,Med,Med,85,87,74,84,89,35,63,4,NA,NA,NA,NA,NA,NA
Nemanja Vidić,Right,CB,Med,High,85,77,46,55,60,86,87,2,NA,NA,NA,NA,NA,NA
Rio Ferdinand,Right,CB,Med,Med,85,84,48,65,70,84,83,3,NA,NA,NA,NA,NA,NA
Robert Pirès,Right,CAM,Med,Med,85,72,80,86,82,44,66,4,NA,NA,NA,NA,NA,NA
Ronald Koeman,Right,CB,Med,Med,85,67,84,87,76,86,82,3,NA,NA,NA,NA,NA,NA
Rui Manuel César Costa,Right,CAM,Med,Med,85,84,76,84,83,42,75,4,NA,NA,NA,NA,NA,NA
Sol Campbell,Right,CB,Med,Med,85,84,43,56,56,85,85,2,NA,NA,NA,NA,NA,NA
Tim Cahill,Right,ST,High,Med,85,80,85,76,81,62,86,3,NA,NA,NA,NA,NA,NA
Lars Ricken,Right,CAM,High,Med,85,83,85,80,83,58,65,3,NA,NA,NA,NA,NA,NA
Thiago Silva,Right,CB,Med,High,85,53,54,72,72,86,78,2,NA,NA,NA,NA,NA,NA
Carvajal,Right,RB,High,Med,85,80,54,78,80,81,80,3,NA,NA,NA,NA,NA,NA
Luiz Frello Filho Jorge,Right,CM,Med,Med,85,55,67,86,81,73,73,3,NA,NA,NA,NA,NA,NA
Marco Reus,Right,CAM,High,Med,85,73,84,84,85,47,63,4,NA,NA,NA,NA,NA,NA
Eden Hazard,Right,LW,Med,Med,85,84,80,82,88,35,63,4,NA,NA,NA,NA,NA,NA
Kyle Walker,Right,RB,High,High,85,92,63,76,78,80,82,3,NA,NA,NA,NA,NA,NA
Ilkay Gündogan,Right,CM,High,Med,85,65,80,85,86,73,72,4,NA,NA,NA,NA,NA,NA
Lautaro Martínez,Right,ST,High,Med,85,84,81,72,85,48,84,4,NA,NA,NA,NA,NA,NA
Stefan de Vrij,Right,CB,Med,High,85,72,41,64,70,87,79,2,NA,NA,NA,NA,NA,NA
Clint Dempsey,Right,CAM,NA,NA,85,82,86,81,85,47,80,0,NA,NA,NA,NA,NA,NA
Jorge Resurrección,Right,CM,Med,Med,85,70,75,85,81,79,80,3,NA,NA,NA,NA,NA,NA
Antoine Griezmann,Left,ST,Med,Med,85,80,84,84,87,52,72,4,NA,NA,NA,NA,NA,NA
Achraf Hakimi,Right,RB,High,Med,85,95,71,78,83,76,78,3,NA,NA,NA,NA,NA,NA
David Josué Jiménez Silva,Left,CAM,High,Med,85,63,74,87,87,52,53,4,NA,NA,NA,NA,NA,NA
Memphis Depay,Right,CF,High,Low,85,82,83,82,84,30,79,5,NA,NA,NA,NA,NA,NA
Alejandro Gómez,Right,CAM,High,Med,85,87,78,84,87,39,55,4,NA,NA,NA,NA,NA,NA
Mikel Oyarzabal Ugarte,Left,LW,High,Med,85,82,82,81,84,41,63,3,NA,NA,NA,NA,NA,NA
Achraf Hakimi,Right,RB,High,Med,85,95,71,78,83,76,78,3,NA,NA,NA,NA,NA,NA
Serge Gnabry,Right,RM,High,Med,85,83,84,79,86,43,69,4,NA,NA,NA,NA,NA,NA
Leonardo Bonucci,Right,CB,Med,High,85,64,58,69,72,86,80,2,NA,NA,NA,NA,NA,NA
Wilfred Ndidi,Right,CDM,Med,High,85,67,62,69,74,87,83,3,NA,NA,NA,NA,NA,NA
Sergej Milinkovic-Savic,Right,CM,High,Med,85,68,79,80,81,79,86,4,NA,NA,NA,NA,NA,NA
Marcus Rashford,Right,LM,High,Med,85,90,84,79,84,43,77,5,NA,NA,NA,NA,NA,NA
Matthijs de Ligt,Right,CB,Med,High,85,73,59,60,69,84,87,2,NA,NA,NA,NA,NA,NA
Edinson Cavani,Right,ST,High,High,85,66,86,70,76,51,79,3,NA,NA,NA,NA,NA,NA
Aubameyang,Right,ST,Med,Low,85,89,85,75,80,35,69,4,NA,NA,NA,NA,NA,NA
Roberto Firmino,Right,CF,High,High,85,77,78,79,89,59,78,5,NA,NA,NA,NA,NA,NA
Nicolò Barella,Right,CM,High,High,84,78,71,79,86,75,78,3,NA,NA,NA,NA,NA,NA
Theo Hernández,Left,LB,High,Med,84,93,71,76,81,77,82,3,NA,NA,NA,NA,NA,NA
David Alaba,Left,CB,Med,Med,84,77,70,81,80,83,76,3,NA,NA,NA,NA,NA,NA
Jack Grealish,Right,LW,NA,NA,84,80,76,83,88,46,64,0,NA,NA,NA,NA,NA,NA
Timo Werner,Right,ST,High,Med,84,91,81,70,82,35,70,3,NA,NA,NA,NA,NA,NA
Kai Havertz,Left,CAM,Med,Med,84,82,78,79,84,45,66,4,NA,NA,NA,NA,NA,NA
Hakim Ziyech,Left,RW,High,High,84,78,76,87,83,50,65,5,NA,NA,NA,NA,NA,NA
David Alaba,Left,CB,Med,Med,84,77,70,81,80,83,76,3,NA,NA,NA,NA,NA,NA
José María Giménez,Right,CB,Med,High,84,69,45,57,59,86,80,2,NA,NA,NA,NA,NA,NA
Yannick Carrasco,Right,LM,High,High,84,88,81,78,85,45,67,4,NA,NA,NA,NA,NA,NA
Guerreiro,Left,LB,High,Low,84,75,77,85,88,76,58,4,NA,NA,NA,NA,NA,NA
Jack Grealish,Right,LW,High,Med,84,80,76,83,88,46,64,4,NA,NA,NA,NA,NA,NA
Phil Foden,Left,CAM,High,Med,84,84,78,80,87,56,57,4,NA,NA,NA,NA,NA,NA
Marcelo Brozovic,Right,CDM,Med,Med,84,69,74,80,79,79,78,3,NA,NA,NA,NA,NA,NA
Zlatan Ibrahimović,Right,ST,Med,Low,84,65,87,78,79,34,77,5,NA,NA,NA,NA,NA,NA
Franck Yannick Kessié,Right,CDM,High,High,84,78,74,74,80,82,87,3,NA,NA,NA,NA,NA,NA
Kieran Trippier,Right,RB,Med,Med,84,73,63,82,77,80,72,3,NA,NA,NA,NA,NA,NA
Stefan Savić,Right,CB,Med,High,84,64,35,57,58,87,76,2,NA,NA,NA,NA,NA,NA
Felipe Augusto de Almeida Monteiro,Right,CB,Low,High,84,61,41,58,62,85,84,2,NA,NA,NA,NA,NA,NA
Georginio Wijnaldum,Right,CM,High,High,84,77,75,80,86,79,79,4,NA,NA,NA,NA,NA,NA
Georginio Wijnaldum,Right,CM,NA,NA,84,77,75,80,86,79,79,0,NA,NA,NA,NA,NA,NA
Matthias Ginter,Right,CB,Med,Med,84,62,58,72,66,86,79,2,NA,NA,NA,NA,NA,NA
Marcel Sabitzer,Right,CM,High,High,84,78,84,81,80,67,78,3,NA,NA,NA,NA,NA,NA
Filip Kostić,Left,LM,High,High,84,88,77,82,83,68,80,3,NA,NA,NA,NA,NA,NA
Leroy Sané,Left,RM,Med,Low,84,90,81,79,85,38,68,4,NA,NA,NA,NA,NA,NA
André Miguel Valente da Silva,Right,ST,Med,Med,84,74,84,69,83,45,77,4,NA,NA,NA,NA,NA,NA
Luke Shaw,Left,LB,High,Med,84,79,54,79,80,81,80,3,NA,NA,NA,NA,NA,NA
Dries Mertens,Right,CF,High,Low,84,85,82,79,88,34,50,4,NA,NA,NA,NA,NA,NA
Luis Alberto Romero Alconchel,Right,CAM,Med,Med,84,63,76,87,85,57,59,4,NA,NA,NA,NA,NA,NA
Josip Iličić,Left,CF,Med,Med,84,75,86,84,86,40,67,5,NA,NA,NA,NA,NA,NA
Wissam Ben Yedder,Right,ST,High,Low,84,82,84,77,87,39,70,4,NA,NA,NA,NA,NA,NA
Jordan Henderson,Right,CDM,High,High,84,66,74,83,79,78,81,3,NA,NA,NA,NA,NA,NA
Dušan Tadić,Left,LW,Med,Med,84,69,81,85,85,43,76,4,NA,NA,NA,NA,NA,NA
Jesús Navas González,Right,RB,High,Med,84,87,69,81,83,79,58,4,NA,NA,NA,NA,NA,NA
Gerard Piqué Bernabeu,Right,CB,High,Med,84,58,61,71,68,85,78,2,NA,NA,NA,NA,NA,NA
Fernando Reges,Right,CDM,Med,Med,84,66,62,75,74,83,82,3,NA,NA,NA,NA,NA,NA
Iago Aspas Juncal,Left,ST,High,High,84,82,85,79,86,35,63,3,NA,NA,NA,NA,NA,NA
Lucas Digne,Left,LB,High,Med,84,79,69,80,80,80,76,3,NA,NA,NA,NA,NA,NA
Harry Maguire,Right,CB,High,High,84,50,55,69,70,85,87,2,NA,NA,NA,NA,NA,NA
Ricardo Barbosa Pereira,Right,RB,High,High,84,83,67,78,82,80,75,3,NA,NA,NA,NA,NA,NA
Youri Tielemans,Right,CM,Med,Med,84,63,79,86,80,71,72,4,NA,NA,NA,NA,NA,NA
Nabil Fekir,Left,CAM,High,Med,84,83,83,82,87,38,79,4,NA,NA,NA,NA,NA,NA
Marcos Acuña,Left,LB,High,High,84,76,74,82,87,79,82,4,NA,NA,NA,NA,NA,NA
Gustavo Bou,Right,ST,Med,Low,84,85,86,79,84,38,80,4,NA,NA,NA,NA,NA,NA
Davidson da Luz Pereira,Right,LM,High,Med,84,87,83,78,87,48,79,4,NA,NA,NA,NA,NA,NA
Pedro Antonio Porro Sauceda,Right,RWB,High,High,84,85,74,77,83,78,80,3,NA,NA,NA,NA,NA,NA
Joel Matip,Right,CB,Med,Med,83,58,46,68,68,85,78,2,NA,NA,NA,NA,NA,NA
Kevin Volland,Left,ST,High,High,83,73,85,79,80,42,86,3,NA,NA,NA,NA,NA,NA
Carlos Vela,Left,RW,High,Low,83,80,82,78,84,31,67,4,NA,NA,NA,NA,NA,NA
Iker Muniain Goñi,Right,CAM,High,Med,83,81,76,82,87,51,61,4,NA,NA,NA,NA,NA,NA
Sergio Canales Madrazo,Left,CM,High,Med,83,83,80,85,82,67,71,4,NA,NA,NA,NA,NA,NA
Alex Sandro Lobo Silva,Left,LB,High,Med,83,81,65,77,79,78,79,3,NA,NA,NA,NA,NA,NA
Kostas Manolas,Right,CB,Low,Med,83,81,25,44,62,85,81,2,NA,NA,NA,NA,NA,NA
Henrikh Mkhitaryan,Right,CF,Med,Med,83,85,80,79,83,56,74,4,NA,NA,NA,NA,NA,NA
Juan Cuadrado,Right,RB,High,Med,83,90,75,77,87,76,72,5,NA,NA,NA,NA,NA,NA
Sebastián Coates,Right,CB,Med,Med,83,68,49,55,63,84,87,2,NA,NA,NA,NA,NA,NA
Francesco Acerbi,Left,CB,Med,High,83,63,50,62,64,86,83,3,NA,NA,NA,NA,NA,NA
Allan Marques Loureiro,Right,CDM,Med,High,83,72,71,77,82,80,79,4,NA,NA,NA,NA,NA,NA
Álvaro Borja Morata Martín,Right,ST,Med,Med,83,82,80,72,81,31,77,3,NA,NA,NA,NA,NA,NA
Leonardo Spinazzola,Right,LWB,High,Med,83,92,64,73,80,78,71,4,NA,NA,NA,NA,NA,NA
Raúl Jiménez,Right,ST,High,High,83,72,82,76,81,47,82,3,NA,NA,NA,NA,NA,NA
Lucas Ocampos,Right,LW,High,High,83,81,84,78,83,63,84,4,NA,NA,NA,NA,NA,NA
Thomas Partey,Right,CM,Med,High,83,69,71,82,81,80,84,3,NA,NA,NA,NA,NA,NA
José Luís Gayà Peña,Left,LB,High,Med,83,83,61,77,80,79,73,4,NA,NA,NA,NA,NA,NA
Duván Zapata,Right,ST,High,Med,83,80,81,61,78,35,84,3,NA,NA,NA,NA,NA,NA
Robin Gosens,Left,LM,High,High,83,82,75,78,79,77,81,3,NA,NA,NA,NA,NA,NA
Mikel Merino Zazón,Left,CM,High,High,83,74,78,81,82,82,81,3,NA,NA,NA,NA,NA,NA
Aaron Wan-Bissaka,Right,RB,Med,High,83,85,52,69,79,81,75,4,NA,NA,NA,NA,NA,NA
Arthur Henrique Ramos Oliveira Melo,Right,CM,Med,Med,83,69,67,84,88,72,70,4,NA,NA,NA,NA,NA,NA
Ousmane Dembélé,Left,RW,High,Med,83,93,77,77,86,36,56,5,NA,NA,NA,NA,NA,NA
Jules Koundé,Right,CB,High,High,83,81,45,64,72,84,78,2,NA,NA,NA,NA,NA,NA
Paulinho,Right,CM,High,High,83,72,81,77,81,80,85,4,NA,NA,NA,NA,NA,NA
John Stones,Right,CB,High,Med,83,70,51,71,74,84,78,3,NA,NA,NA,NA,NA,NA
Marco Asensio,Left,RW,High,Med,83,82,80,81,0,0,0,4,NA,NA,NA,NA,NA,NA
Antonio Rüdiger,Right,CB,Med,High,83,75,43,68,64,84,84,2,NA,NA,NA,NA,NA,NA
Mateo Kovacic,Right,CM,High,High,83,70,69,83,88,69,70,4,NA,NA,NA,NA,NA,NA
Mason Mount,Right,CAM,High,High,83,74,79,84,83,55,65,3,NA,NA,NA,NA,NA,NA
Azpilicueta,Right,CB,Med,Med,83,66,55,76,72,84,76,2,NA,NA,NA,NA,NA,NA
João Félix Sequeira,Right,CF,Med,Med,83,82,79,76,86,40,68,5,NA,NA,NA,NA,NA,NA
Ángel Correa,Right,ST,High,Med,83,85,83,78,87,49,74,4,NA,NA,NA,NA,NA,NA
Axel Witsel,Right,CDM,Med,Med,83,61,72,81,79,82,79,4,NA,NA,NA,NA,NA,NA
Ferland Mendy,Left,LB,High,High,83,92,64,76,79,78,84,4,NA,NA,NA,NA,NA,NA
Federico Valverde,Right,CM,High,High,83,86,74,78,79,77,80,3,NA,NA,NA,NA,NA,NA
Thomas Lemar,Left,LM,High,Med,83,82,76,82,86,59,63,4,NA,NA,NA,NA,NA,NA
Edin Džeko,Right,ST,Med,Med,83,66,83,71,78,45,76,3,NA,NA,NA,NA,NA,NA
Fernandinho,Right,CDM,Med,High,83,59,72,75,78,84,75,3,NA,NA,NA,NA,NA,NA
Gabriel Jesus,Right,ST,High,Med,83,84,81,72,86,39,73,4,NA,NA,NA,NA,NA,NA
Simon Kjær,Right,CB,Low,High,83,67,55,64,59,85,78,2,NA,NA,NA,NA,NA,NA
Mauro Icardi,Right,ST,Med,Med,83,69,83,65,77,36,69,3,NA,NA,NA,NA,NA,NA
Presnel Kimpembe,Left,CB,Med,High,83,81,42,68,70,83,86,2,NA,NA,NA,NA,NA,NA
Andrej Kramarić,Right,ST,Med,Med,83,71,86,76,86,30,71,4,NA,NA,NA,NA,NA,NA
José Ángel Esmoris Tasende,Left,LWB,High,High,83,78,71,82,84,76,70,4,NA,NA,NA,NA,NA,NA
Lucas Hernández,Left,LB,Low,High,83,77,54,68,71,84,79,2,NA,NA,NA,NA,NA,NA
Wout Weghorst,Right,ST,High,High,83,63,83,59,70,52,86,2,NA,NA,NA,NA,NA,NA
Pierre-Emile Højbjerg,Right,CDM,Med,High,83,60,71,76,76,81,82,3,NA,NA,NA,NA,NA,NA
Federico Chiesa,Right,RW,High,Med,83,91,81,74,85,48,73,4,NA,NA,NA,NA,NA,NA
Domenico Berardi,Left,RW,Med,Med,82,79,80,81,85,36,69,4,NA,NA,NA,NA,NA,NA
Christian Pulisic,Right,LW,Med,Med,82,89,70,73,86,37,59,4,NA,NA,NA,NA,NA,NA
Alphonso Davies,Left,LB,High,Low,82,96,67,71,82,75,75,4,NA,NA,NA,NA,NA,NA
Ben Chilwell,Left,LWB,High,High,82,76,53,77,78,78,75,3,NA,NA,NA,NA,NA,NA
Éder Gabriel Militão,Right,CB,Med,Med,82,83,50,69,70,83,82,2,NA,NA,NA,NA,NA,NA
Saúl Ñíguez Esclápez,Left,CM,Med,Med,82,71,78,78,79,78,79,3,NA,NA,NA,NA,NA,NA
